time	soil_rechr(1)	soil_rechr(2)
43072.84375	60	60
43072.85417	60	60
43072.86458	60	60
43072.875	60	60
43072.88542	60	60
43072.89583	60	60
43072.90625	60	60
43072.91667	60	60
43072.92708	60	60
43072.9375	60	60
43072.94792	60	60
43072.95833	60	60
43072.96875	60	60
43072.97917	60	60
43072.98958	60	60
43073	60	60
43073.01042	60	60
43073.02083	60	60
43073.03125	60	60
43073.04167	60	60
43073.05208	60	60
43073.0625	60	60
43073.07292	60	60
43073.08333	60	60
43073.09375	60	60
43073.10417	60	60
43073.11458	60	60
43073.125	60	60
43073.13542	60	60
43073.14583	60	60
43073.15625	60	60
43073.16667	60	60
43073.17708	60	60
43073.1875	60	60
43073.19792	60	60
43073.20833	60	60
43073.21875	60	60
43073.22917	60	60
43073.23958	60	60
43073.25	60	60
43073.26042	60	60
43073.27083	60	60
43073.28125	60	60
43073.29167	60	60
43073.30208	60	60
43073.3125	60	60
43073.32292	60	60
43073.33333	60	60
43073.34375	60	60
43073.35417	60	60
43073.36458	60	60
43073.375	60	60
43073.38542	60	60
43073.39583	60	60
43073.40625	60	60
43073.41667	60	60
43073.42708	60	60
43073.4375	60	60
43073.44792	60	60
43073.45833	60	60
43073.46875	60	60
43073.47917	60	60
43073.48958	60	60
43073.5	60	60
43073.51042	60	60
43073.52083	60	60
43073.53125	60	60
43073.54167	60	60
43073.55208	60	60
43073.5625	60	60
43073.57292	60	60
43073.58333	60	60
43073.59375	60	60
43073.60417	60	60
43073.61458	60	60
43073.625	60	60
43073.63542	60	60
43073.64583	60	60
43073.65625	60	60
43073.66667	60	60
43073.67708	60	60
43073.6875	60	60
43073.69792	60	60
43073.70833	60	60
43073.71875	60	60
43073.72917	60	60
43073.73958	60	60
43073.75	60	60
43073.76042	60	60
43073.77083	60	60
43073.78125	60	60
43073.79167	60	60
43073.80208	60	60
43073.8125	60	60
43073.82292	60	60
43073.83333	60	60
43073.84375	60	60
43073.85417	60	60
43073.86458	60	60
43073.875	60	60
43073.88542	60	60
43073.89583	60	60
43073.90625	60	60
43073.91667	60	60
43073.92708	60	60
43073.9375	60	60
43073.94792	60	60
43073.95833	60	60
43073.96875	60	60
43073.97917	60	60
43073.98958	60	60
43074	60	60
43074.01042	60	60
43074.02083	60	60
43074.03125	60	60
43074.04167	60	60
43074.05208	60	60
43074.0625	60	60
43074.07292	60	60
43074.08333	60	60
43074.09375	60	60
43074.10417	60	60
43074.11458	60	60
43074.125	60	60
43074.13542	60	60
43074.14583	60	60
43074.15625	60	60
43074.16667	60	60
43074.17708	60	60
43074.1875	60	60
43074.19792	60	60
43074.20833	60	60
43074.21875	60	60
43074.22917	60	60
43074.23958	60	60
43074.25	60	60
43074.26042	60	60
43074.27083	60	60
43074.28125	60	60
43074.29167	60	60
43074.30208	60	60
43074.3125	60	60
43074.32292	60	60
43074.33333	60	60
43074.34375	60	60
43074.35417	60	60
43074.36458	60	60
43074.375	60	60
43074.38542	60	60
43074.39583	60	60
43074.40625	60	60
43074.41667	60	60
43074.42708	60	60
43074.4375	60	60
43074.44792	60	60
43074.45833	60	60
43074.46875	60	60
43074.47917	60	60
43074.48958	60	60
43074.5	60	60
43074.51042	60	60
43074.52083	60	60
43074.53125	60	60
43074.54167	60	60
43074.55208	60	60
43074.5625	60	60
43074.57292	60	60
43074.58333	60	60
43074.59375	60	60
43074.60417	60	60
43074.61458	60	60
43074.625	60	60
43074.63542	60	60
43074.64583	60	60
43074.65625	60	60
43074.66667	60	60
43074.67708	60	60
43074.6875	60	60
43074.69792	60	60
43074.70833	60	60
43074.71875	60	60
43074.72917	60	60
43074.73958	60	60
43074.75	60	60
43074.76042	60	60
43074.77083	60	60
43074.78125	60	60
43074.79167	60	60
43074.80208	60	60
43074.8125	60	60
43074.82292	60	60
43074.83333	60	60
43074.84375	60	60
43074.85417	60	60
43074.86458	60	60
43074.875	60	60
43074.88542	60	60
43074.89583	60	60
43074.90625	60	60
43074.91667	60	60
43074.92708	60	60
43074.9375	60	60
43074.94792	60	60
43074.95833	60	60
43074.96875	60	60
43074.97917	60	60
43074.98958	60	60
43075	60	60
43075.01042	60	60
43075.02083	60	60
43075.03125	60	60
43075.04167	60	60
43075.05208	60	60
43075.0625	60	60
43075.07292	60	60
43075.08333	60	60
43075.09375	60	60
43075.10417	60	60
43075.11458	60	60
43075.125	60	60
43075.13542	60	60
43075.14583	60	60
43075.15625	60	60
43075.16667	60	60
43075.17708	60	60
43075.1875	60	60
43075.19792	60	60
43075.20833	60	60
43075.21875	60	60
43075.22917	60	60
43075.23958	60	60
43075.25	60	60
43075.26042	60	60
43075.27083	60	60
43075.28125	60	60
43075.29167	60	60
43075.30208	60	60
43075.3125	60	60
43075.32292	60	60
43075.33333	60	60
43075.34375	60	60
43075.35417	60	60
43075.36458	60	60
43075.375	60	60
43075.38542	60	60
43075.39583	60	60
43075.40625	60	60
43075.41667	60	60
43075.42708	60	60
43075.4375	60	60
43075.44792	60	60
43075.45833	60	60
43075.46875	60	60
43075.47917	60	60
43075.48958	60	60
43075.5	60	60
43075.51042	60	60
43075.52083	60	60
43075.53125	60	60
43075.54167	60	60
43075.55208	60	60
43075.5625	60	60
43075.57292	60	60
43075.58333	60	60
43075.59375	60	60
43075.60417	60	60
43075.61458	60	60
43075.625	60	60
43075.63542	60	60
43075.64583	60	60
43075.65625	60	60
43075.66667	60	60
43075.67708	60	60
43075.6875	60	60
43075.69792	60	60
43075.70833	60	60
43075.71875	60	60
43075.72917	60	60
43075.73958	60	60
43075.75	60	60
43075.76042	60	60
43075.77083	60	60
43075.78125	60	60
43075.79167	60	60
43075.80208	60	60
43075.8125	60	60
43075.82292	60	60
43075.83333	60	60
43075.84375	60	60
43075.85417	60	60
43075.86458	60	60
43075.875	60	60
43075.88542	60	60
43075.89583	60	60
43075.90625	60	60
43075.91667	60	60
43075.92708	60	60
43075.9375	60	60
43075.94792	60	60
43075.95833	60	60
43075.96875	60	60
43075.97917	60	60
43075.98958	60	60
43076	60	60
43076.01042	60	60
43076.02083	60	60
43076.03125	60	60
43076.04167	60	60
43076.05208	60	60
43076.0625	60	60
43076.07292	60	60
43076.08333	60	60
43076.09375	60	60
43076.10417	60	60
43076.11458	60	60
43076.125	60	60
43076.13542	60	60
43076.14583	60	60
43076.15625	60	60
43076.16667	60	60
43076.17708	60	60
43076.1875	60	60
43076.19792	60	60
43076.20833	60	60
43076.21875	60	60
43076.22917	60	60
43076.23958	60	60
43076.25	60	60
43076.26042	60	60
43076.27083	60	60
43076.28125	60	60
43076.29167	60	60
43076.30208	60	60
43076.3125	60	60
43076.32292	60	60
43076.33333	60	60
43076.34375	60	60
43076.35417	60	60
43076.36458	60	60
43076.375	60	60
43076.38542	60	60
43076.39583	60	60
43076.40625	60	60
43076.41667	60	60
43076.42708	60	60
43076.4375	60	60
43076.44792	60	60
43076.45833	60	60
43076.46875	60	60
43076.47917	60	60
43076.48958	60	60
43076.5	60	60
43076.51042	60	60
43076.52083	60	60
43076.53125	60	60
43076.54167	60	60
43076.55208	60	60
43076.5625	60	60
43076.57292	60	60
43076.58333	60	60
43076.59375	60	60
43076.60417	60	60
43076.61458	60	60
43076.625	60	60
43076.63542	60	60
43076.64583	60	60
43076.65625	60	60
43076.66667	60	60
43076.67708	60	60
43076.6875	60	60
43076.69792	60	60
43076.70833	60	60
43076.71875	60	60
43076.72917	60	60
43076.73958	60	60
43076.75	60	60
43076.76042	60	60
43076.77083	60	60
43076.78125	60	60
43076.79167	60	60
43076.80208	60	60
43076.8125	60	60
43076.82292	60	60
43076.83333	60	60
43076.84375	60	60
43076.85417	60	60
43076.86458	60	60
43076.875	60	60
43076.88542	60	60
43076.89583	60	60
43076.90625	60	60
43076.91667	60	60
43076.92708	60	60
43076.9375	60	60
43076.94792	60	60
43076.95833	60	60
43076.96875	60	60
43076.97917	60	60
43076.98958	60	60
43077	60	60
43077.01042	60	60
43077.02083	60	60
43077.03125	60	60
43077.04167	60	60
43077.05208	60	60
43077.0625	60	60
43077.07292	60	60
43077.08333	60	60
43077.09375	60	60
43077.10417	60	60
43077.11458	60	60
43077.125	60	60
43077.13542	60	60
43077.14583	60	60
43077.15625	60	60
43077.16667	60	60
43077.17708	60	60
43077.1875	60	60
43077.19792	60	60
43077.20833	60	60
43077.21875	60	60
43077.22917	60	60
43077.23958	60	60
43077.25	60	60
43077.26042	60	60
43077.27083	60	60
43077.28125	60	60
43077.29167	60	60
43077.30208	60	60
43077.3125	60	60
43077.32292	60	60
43077.33333	60	60
43077.34375	60	60
43077.35417	60	60
43077.36458	60	60
43077.375	60	60
43077.38542	60	60
43077.39583	60	60
43077.40625	60	60
43077.41667	60	60
43077.42708	60	60
43077.4375	60	60
43077.44792	60	60
43077.45833	60	60
43077.46875	60	60
43077.47917	60	60
43077.48958	60	60
43077.5	60	60
43077.51042	60	60
43077.52083	60	60
43077.53125	60	60
43077.54167	60	60
43077.55208	60	60
43077.5625	60	60
43077.57292	60	60
43077.58333	60	60
43077.59375	60	60
43077.60417	60	60
43077.61458	60	60
43077.625	60	60
43077.63542	60	60
43077.64583	60	60
43077.65625	60	60
43077.66667	60	60
43077.67708	60	60
43077.6875	60	60
43077.69792	60	60
43077.70833	60	60
43077.71875	60	60
43077.72917	60	60
43077.73958	60	60
43077.75	60	60
43077.76042	60	60
43077.77083	60	60
43077.78125	60	60
43077.79167	60	60
43077.80208	60	60
43077.8125	60	60
43077.82292	60	60
43077.83333	60	60
43077.84375	60	60
43077.85417	60	60
43077.86458	60	60
43077.875	60	60
43077.88542	60	60
43077.89583	60	60
43077.90625	60	60
43077.91667	60	60
43077.92708	60	60
43077.9375	60	60
43077.94792	60	60
43077.95833	60	60
43077.96875	60	60
43077.97917	60	60
43077.98958	60	60
43078	60	60
43078.01042	60	60
43078.02083	60	60
43078.03125	60	60
43078.04167	60	60
43078.05208	60	60
43078.0625	60	60
43078.07292	60	60
43078.08333	60	60
43078.09375	60	60
43078.10417	60	60
43078.11458	60	60
43078.125	60	60
43078.13542	60	60
43078.14583	60	60
43078.15625	60	60
43078.16667	60	60
43078.17708	60	60
43078.1875	60	60
43078.19792	60	60
43078.20833	60	60
43078.21875	60	60
43078.22917	60	60
43078.23958	60	60
43078.25	60	60
43078.26042	60	60
43078.27083	60	60
43078.28125	60	60
43078.29167	60	60
43078.30208	60	60
43078.3125	60	60
43078.32292	60	60
43078.33333	60	60
43078.34375	60	60
43078.35417	60	60
43078.36458	60	60
43078.375	60	60
43078.38542	60	60
43078.39583	60	60
43078.40625	60	60
43078.41667	60	60
43078.42708	60	60
43078.4375	60	60
43078.44792	60	60
43078.45833	60	60
43078.46875	60	60
43078.47917	60	60
43078.48958	60	60
43078.5	60	60
43078.51042	60	60
43078.52083	60	60
43078.53125	60	60
43078.54167	60	60
43078.55208	60	60
43078.5625	60	60
43078.57292	60	60
43078.58333	60	60
43078.59375	60	60
43078.60417	60	60
43078.61458	60	60
43078.625	60	60
43078.63542	60	60
43078.64583	60	60
43078.65625	60	60
43078.66667	60	60
43078.67708	60	60
43078.6875	60	60
43078.69792	60	60
43078.70833	60	60
43078.71875	60	60
43078.72917	60	60
43078.73958	60	60
43078.75	60	60
43078.76042	60	60
43078.77083	60	60
43078.78125	60	60
43078.79167	60	60
43078.80208	60	60
43078.8125	60	60
43078.82292	60	60
43078.83333	60	60
43078.84375	60	60
43078.85417	60	60
43078.86458	60	60
43078.875	60	60
43078.88542	60	60
43078.89583	60	60
43078.90625	60	60
43078.91667	60	60
43078.92708	60	60
43078.9375	60	60
43078.94792	60	60
43078.95833	60	60
43078.96875	60	60
43078.97917	60	60
43078.98958	60	60
43079	60	60
43079.01042	60	60
43079.02083	60	60
43079.03125	60	60
43079.04167	60	60
43079.05208	60	60
43079.0625	60	60
43079.07292	60	60
43079.08333	60	60
43079.09375	60	60
43079.10417	60	60
43079.11458	60	60
43079.125	60	60
43079.13542	60	60
43079.14583	60	60
43079.15625	60	60
43079.16667	60	60
43079.17708	60	60
43079.1875	60	60
43079.19792	60	60
43079.20833	60	60
43079.21875	60	60
43079.22917	60	60
43079.23958	60	60
43079.25	60	60
43079.26042	60	60
43079.27083	60	60
43079.28125	60	60
43079.29167	60	60
43079.30208	60	60
43079.3125	60	60
43079.32292	60	60
43079.33333	60	60
43079.34375	60	60
43079.35417	60	60
43079.36458	60	60
43079.375	60	60
43079.38542	60	60
43079.39583	60	60
43079.40625	60	60
43079.41667	60	60
43079.42708	60	60
43079.4375	60	60
43079.44792	60	60
43079.45833	60	60
43079.46875	60	60
43079.47917	60	60
43079.48958	60	60
43079.5	60	60
43079.51042	60	60
43079.52083	60	60
43079.53125	60	60
43079.54167	60	60
43079.55208	60	60
43079.5625	60	60
43079.57292	60	60
43079.58333	60	60
43079.59375	60	60
43079.60417	60	60
43079.61458	60	60
43079.625	60	60
43079.63542	60	60
43079.64583	60	60
43079.65625	60	60
43079.66667	60	60
43079.67708	60	60
43079.6875	60	60
43079.69792	60	60
43079.70833	60	60
43079.71875	60	60
43079.72917	60	60
43079.73958	60	60
43079.75	60	60
43079.76042	60	60
43079.77083	60	60
43079.78125	60	60
43079.79167	60	60
43079.80208	60	60
43079.8125	60	60
43079.82292	60	60
43079.83333	60	60
43079.84375	60	60
43079.85417	60	60
43079.86458	60	60
43079.875	60	60
43079.88542	60	60
43079.89583	60	60
43079.90625	60	60
43079.91667	60	60
43079.92708	60	60
43079.9375	60	60
43079.94792	60	60
43079.95833	60	60
43079.96875	60	60
43079.97917	60	60
43079.98958	60	60
43080	60	60
43080.01042	60	60
43080.02083	60	60
43080.03125	60	60
43080.04167	60	60
43080.05208	60	60
43080.0625	60	60
43080.07292	60	60
43080.08333	60	60
43080.09375	60	60
43080.10417	60	60
43080.11458	60	60
43080.125	60	60
43080.13542	60	60
43080.14583	60	60
43080.15625	60	60
43080.16667	60	60
43080.17708	60	60
43080.1875	60	60
43080.19792	60	60
43080.20833	60	60
43080.21875	60	60
43080.22917	60	60
43080.23958	60	60
43080.25	60	60
43080.26042	60	60
43080.27083	60	60
43080.28125	60	60
43080.29167	60	60
43080.30208	60	60
43080.3125	60	60
43080.32292	60	60
43080.33333	60	60
43080.34375	60	60
43080.35417	60	60
43080.36458	60	60
43080.375	60	60
43080.38542	60	60
43080.39583	60	60
43080.40625	60	60
43080.41667	60	60
43080.42708	60	60
43080.4375	60	60
43080.44792	60	60
43080.45833	60	60
43080.46875	60	60
43080.47917	60	60
43080.48958	60	60
43080.5	60	60
43080.51042	60	60
43080.52083	60	60
43080.53125	60	60
43080.54167	60	60
43080.55208	60	60
43080.5625	60	60
43080.57292	60	60
43080.58333	60	60
43080.59375	60	60
43080.60417	60	60
43080.61458	60	60
43080.625	60	60
43080.63542	60	60
43080.64583	60	60
43080.65625	60	60
43080.66667	60	60
43080.67708	60	60
43080.6875	60	60
43080.69792	60	60
43080.70833	60	60
43080.71875	60	60
43080.72917	60	60
43080.73958	60	60
43080.75	60	60
43080.76042	60	60
43080.77083	60	60
43080.78125	60	60
43080.79167	60	60
43080.80208	60	60
43080.8125	60	60
43080.82292	60	60
43080.83333	60	60
43080.84375	60	60
43080.85417	60	60
43080.86458	60	60
43080.875	60	60
43080.88542	60	60
43080.89583	60	60
43080.90625	60	60
43080.91667	60	60
43080.92708	60	60
43080.9375	60	60
43080.94792	60	60
43080.95833	60	60
43080.96875	60	60
43080.97917	60	60
43080.98958	60	60
43081	60	60
43081.01042	60	60
43081.02083	60	60
43081.03125	60	60
43081.04167	60	60
43081.05208	60	60
43081.0625	60	60
43081.07292	60	60
43081.08333	60	60
43081.09375	60	60
43081.10417	60	60
43081.11458	60	60
43081.125	60	60
43081.13542	60	60
43081.14583	60	60
43081.15625	60	60
43081.16667	60	60
43081.17708	60	60
43081.1875	60	60
43081.19792	60	60
43081.20833	60	60
43081.21875	60	60
43081.22917	60	60
43081.23958	60	60
43081.25	60	60
43081.26042	60	60
43081.27083	60	60
43081.28125	60	60
43081.29167	60	60
43081.30208	60	60
43081.3125	60	60
43081.32292	60	60
43081.33333	60	60
43081.34375	60	60
43081.35417	60	60
43081.36458	60	60
43081.375	60	60
43081.38542	60	60
43081.39583	60	60
43081.40625	60	60
43081.41667	60	60
43081.42708	60	60
43081.4375	60	60
43081.44792	60	60
43081.45833	60	60
43081.46875	60	60
43081.47917	60	60
43081.48958	60	60
43081.5	60	60
43081.51042	60	60
43081.52083	60	60
43081.53125	60	60
43081.54167	60	60
43081.55208	60	60
43081.5625	60	60
43081.57292	60	60
43081.58333	60	60
43081.59375	60	60
43081.60417	60	60
43081.61458	60	60
43081.625	60	60
43081.63542	60	60
43081.64583	60	60
43081.65625	60	60
43081.66667	60	60
43081.67708	60	60
43081.6875	60	60
43081.69792	60	60
43081.70833	60	60
43081.71875	60	60
43081.72917	60	60
43081.73958	60	60
43081.75	60	60
43081.76042	60	60
43081.77083	60	60
43081.78125	60	60
43081.79167	60	60
43081.80208	60	60
43081.8125	60	60
43081.82292	60	60
43081.83333	60	60
43081.84375	60	60
43081.85417	60	60
43081.86458	60	60
43081.875	60	60
43081.88542	60	60
43081.89583	60	60
43081.90625	60	60
43081.91667	60	60
43081.92708	60	60
43081.9375	60	60
43081.94792	60	60
43081.95833	60	60
43081.96875	60	60
43081.97917	60	60
43081.98958	60	60
43082	60	60
43082.01042	60	60
43082.02083	60	60
43082.03125	60	60
43082.04167	60	60
43082.05208	60	60
43082.0625	60	60
43082.07292	60	60
43082.08333	60	60
43082.09375	60	60
43082.10417	60	60
43082.11458	60	60
43082.125	60	60
43082.13542	60	60
43082.14583	60	60
43082.15625	60	60
43082.16667	60	60
43082.17708	60	60
43082.1875	60	60
43082.19792	60	60
43082.20833	60	60
43082.21875	60	60
43082.22917	60	60
43082.23958	60	60
43082.25	60	60
43082.26042	60	60
43082.27083	60	60
43082.28125	60	60
43082.29167	60	60
43082.30208	60	60
43082.3125	60	60
43082.32292	60	60
43082.33333	60	60
43082.34375	60	60
43082.35417	60	60
43082.36458	60	60
43082.375	60	60
43082.38542	60	60
43082.39583	60	60
43082.40625	60	60
43082.41667	60	60
43082.42708	60	60
43082.4375	60	60
43082.44792	60	60
43082.45833	60	60
43082.46875	60	60
43082.47917	60	60
43082.48958	60	60
43082.5	60	60
43082.51042	60	60
43082.52083	60	60
43082.53125	60	60
43082.54167	60	60
43082.55208	60	60
43082.5625	60	60
43082.57292	60	60
43082.58333	60	60
43082.59375	60	60
43082.60417	60	60
43082.61458	60	60
43082.625	60	60
43082.63542	60	60
43082.64583	60	60
43082.65625	60	60
43082.66667	60	60
43082.67708	60	60
43082.6875	60	60
43082.69792	60	60
43082.70833	60	60
43082.71875	60	60
43082.72917	60	60
43082.73958	60	60
43082.75	60	60
43082.76042	60	60
43082.77083	60	60
43082.78125	60	60
43082.79167	60	60
43082.80208	60	60
43082.8125	60	60
43082.82292	60	60
43082.83333	60	60
43082.84375	60	60
43082.85417	60	60
43082.86458	60	60
43082.875	60	60
43082.88542	60	60
43082.89583	60	60
43082.90625	60	60
43082.91667	60	60
43082.92708	60	60
43082.9375	60	60
43082.94792	60	60
43082.95833	60	60
43082.96875	60	60
43082.97917	60	60
43082.98958	60	60
43083	60	60
43083.01042	60	60
43083.02083	60	60
43083.03125	60	60
43083.04167	60	60
43083.05208	60	60
43083.0625	60	60
43083.07292	60	60
43083.08333	60	60
43083.09375	60	60
43083.10417	60	60
43083.11458	60	60
43083.125	60	60
43083.13542	60	60
43083.14583	60	60
43083.15625	60	60
43083.16667	60	60
43083.17708	60	60
43083.1875	60	60
43083.19792	60	60
43083.20833	60	60
43083.21875	60	60
43083.22917	60	60
43083.23958	60	60
43083.25	60	60
43083.26042	60	60
43083.27083	60	60
43083.28125	60	60
43083.29167	60	60
43083.30208	60	60
43083.3125	60	60
43083.32292	60	60
43083.33333	60	60
43083.34375	60	60
43083.35417	60	60
43083.36458	60	60
43083.375	60	60
43083.38542	60	60
43083.39583	60	60
43083.40625	60	60
43083.41667	60	60
43083.42708	60	60
43083.4375	60	60
43083.44792	60	60
43083.45833	60	60
43083.46875	60	60
43083.47917	60	60
43083.48958	60	60
43083.5	60	60
43083.51042	60	60
43083.52083	60	60
43083.53125	60	60
43083.54167	60	60
43083.55208	60	60
43083.5625	60	60
43083.57292	60	60
43083.58333	60	60
43083.59375	60	60
43083.60417	60	60
43083.61458	60	60
43083.625	60	60
43083.63542	60	60
43083.64583	60	60
43083.65625	60	60
43083.66667	60	60
43083.67708	60	60
43083.6875	60	60
43083.69792	60	60
43083.70833	60	60
43083.71875	60	60
43083.72917	60	60
43083.73958	60	60
43083.75	60	60
43083.76042	60	60
43083.77083	60	60
43083.78125	60	60
43083.79167	60	60
43083.80208	60	60
43083.8125	60	60
43083.82292	60	60
43083.83333	60	60
43083.84375	60	60
43083.85417	60	60
43083.86458	60	60
43083.875	60	60
43083.88542	60	60
43083.89583	60	60
43083.90625	60	60
43083.91667	60	60
43083.92708	60	60
43083.9375	60	60
43083.94792	60	60
43083.95833	60	60
43083.96875	60	60
43083.97917	60	60
43083.98958	60	60
43084	60	60
43084.01042	60	60
43084.02083	60	60
43084.03125	60	60
43084.04167	60	60
43084.05208	60	60
43084.0625	60	60
43084.07292	60	60
43084.08333	60	60
43084.09375	60	60
43084.10417	60	60
43084.11458	60	60
43084.125	60	60
43084.13542	60	60
43084.14583	60	60
43084.15625	60	60
43084.16667	60	60
43084.17708	60	60
43084.1875	60	60
43084.19792	60	60
43084.20833	60	60
43084.21875	60	60
43084.22917	60	60
43084.23958	60	60
43084.25	60	60
43084.26042	60	60
43084.27083	60	60
43084.28125	60	60
43084.29167	60	60
43084.30208	60	60
43084.3125	60	60
43084.32292	60	60
43084.33333	60	60
43084.34375	60	60
43084.35417	60	60
43084.36458	60	60
43084.375	60	60
43084.38542	60	60
43084.39583	60	60
43084.40625	60	60
43084.41667	60	60
43084.42708	60	60
43084.4375	60	60
43084.44792	60	60
43084.45833	60	60
43084.46875	60	60
43084.47917	60	60
43084.48958	60	60
43084.5	60	60
43084.51042	60	60
43084.52083	60	60
43084.53125	60	60
43084.54167	60	60
43084.55208	60	60
43084.5625	60	60
43084.57292	60	60
43084.58333	60	60
43084.59375	60	60
43084.60417	60	60
43084.61458	60	60
43084.625	60	60
43084.63542	60	60
43084.64583	60	60
43084.65625	60	60
43084.66667	60	60
43084.67708	60	60
43084.6875	60	60
43084.69792	60	60
43084.70833	60	60
43084.71875	60	60
43084.72917	60	60
43084.73958	60	60
43084.75	60	60
43084.76042	60	60
43084.77083	60	60
43084.78125	60	60
43084.79167	60	60
43084.80208	60	60
43084.8125	60	60
43084.82292	60	60
43084.83333	60	60
43084.84375	60	60
43084.85417	60	60
43084.86458	60	60
43084.875	60	60
43084.88542	60	60
43084.89583	60	60
43084.90625	60	60
43084.91667	60	60
43084.92708	60	60
43084.9375	60	60
43084.94792	60	60
43084.95833	60	60
43084.96875	60	60
43084.97917	60	60
43084.98958	60	60
43085	60	60
43085.01042	60	60
43085.02083	60	60
43085.03125	60	60
43085.04167	60	60
43085.05208	60	60
43085.0625	60	60
43085.07292	60	60
43085.08333	60	60
43085.09375	60	60
43085.10417	60	60
43085.11458	60	60
43085.125	60	60
43085.13542	60	60
43085.14583	60	60
43085.15625	60	60
43085.16667	60	60
43085.17708	60	60
43085.1875	60	60
43085.19792	60	60
43085.20833	60	60
43085.21875	60	60
43085.22917	60	60
43085.23958	60	60
43085.25	60	60
43085.26042	60	60
43085.27083	60	60
43085.28125	60	60
43085.29167	60	60
43085.30208	60	60
43085.3125	60	60
43085.32292	60	60
43085.33333	60	60
43085.34375	60	60
43085.35417	60	60
43085.36458	60	60
43085.375	60	60
43085.38542	60	60
43085.39583	60	60
43085.40625	60	60
43085.41667	60	60
43085.42708	60	60
43085.4375	60	60
43085.44792	60	60
43085.45833	60	60
43085.46875	60	60
43085.47917	60	60
43085.48958	60	60
43085.5	60	60
43085.51042	60	60
43085.52083	60	60
43085.53125	60	60
43085.54167	60	60
43085.55208	60	60
43085.5625	60	60
43085.57292	60	60
43085.58333	60	60
43085.59375	60	60
43085.60417	60	60
43085.61458	60	60
43085.625	60	60
43085.63542	60	60
43085.64583	60	60
43085.65625	60	60
43085.66667	60	60
43085.67708	60	60
43085.6875	60	60
43085.69792	60	60
43085.70833	60	60
43085.71875	60	60
43085.72917	60	60
43085.73958	60	60
43085.75	60	60
43085.76042	60	60
43085.77083	60	60
43085.78125	60	60
43085.79167	60	60
43085.80208	60	60
43085.8125	60	60
43085.82292	60	60
43085.83333	60	60
43085.84375	60	60
43085.85417	60	60
43085.86458	60	60
43085.875	60	60
43085.88542	60	60
43085.89583	60	60
43085.90625	60	60
43085.91667	60	60
43085.92708	60	60
43085.9375	60	60
43085.94792	60	60
43085.95833	60	60
43085.96875	60	60
43085.97917	60	60
43085.98958	60	60
43086	60	60
43086.01042	60	60
43086.02083	60	60
43086.03125	60	60
43086.04167	60	60
43086.05208	60	60
43086.0625	60	60
43086.07292	60	60
43086.08333	60	60
43086.09375	60	60
43086.10417	60	60
43086.11458	60	60
43086.125	60	60
43086.13542	60	60
43086.14583	60	60
43086.15625	60	60
43086.16667	60	60
43086.17708	60	60
43086.1875	60	60
43086.19792	60	60
43086.20833	60	60
43086.21875	60	60
43086.22917	60	60
43086.23958	60	60
43086.25	60	60
43086.26042	60	60
43086.27083	60	60
43086.28125	60	60
43086.29167	60	60
43086.30208	60	60
43086.3125	60	60
43086.32292	60	60
43086.33333	60	60
43086.34375	60	60
43086.35417	60	60
43086.36458	60	60
43086.375	60	60
43086.38542	60	60
43086.39583	60	60
43086.40625	60	60
43086.41667	60	60
43086.42708	60	60
43086.4375	60	60
43086.44792	60	60
43086.45833	60	60
43086.46875	60	60
43086.47917	60	60
43086.48958	60	60
43086.5	60	60
43086.51042	60	60
43086.52083	60	60
43086.53125	60	60
43086.54167	60	60
43086.55208	60	60
43086.5625	60	60
43086.57292	60	60
43086.58333	60	60
43086.59375	60	60
43086.60417	60	60
43086.61458	60	60
43086.625	60	60
43086.63542	60	60
43086.64583	60	60
43086.65625	60	60
43086.66667	60	60
43086.67708	60	60
43086.6875	60	60
43086.69792	60	60
43086.70833	60	60
43086.71875	60	60
43086.72917	60	60
43086.73958	60	60
43086.75	60	60
43086.76042	60	60
43086.77083	60	60
43086.78125	60	60
43086.79167	60	60
43086.80208	60	60
43086.8125	60	60
43086.82292	60	60
43086.83333	60	60
43086.84375	60	60
43086.85417	60	60
43086.86458	60	60
43086.875	60	60
43086.88542	60	60
43086.89583	60	60
43086.90625	60	60
43086.91667	60	60
43086.92708	60	60
43086.9375	60	60
43086.94792	60	60
43086.95833	60	60
43086.96875	60	60
43086.97917	60	60
43086.98958	60	60
43087	60	60
43087.01042	60	60
43087.02083	60	60
43087.03125	60	60
43087.04167	60	60
43087.05208	60	60
43087.0625	60	60
43087.07292	60	60
43087.08333	60	60
43087.09375	60	60
43087.10417	60	60
43087.11458	60	60
43087.125	60	60
43087.13542	60	60
43087.14583	60	60
43087.15625	60	60
43087.16667	60	60
43087.17708	60	60
43087.1875	60	60
43087.19792	60	60
43087.20833	60	60
43087.21875	60	60
43087.22917	60	60
43087.23958	60	60
43087.25	60	60
43087.26042	60	60
43087.27083	60	60
43087.28125	60	60
43087.29167	60	60
43087.30208	60	60
43087.3125	60	60
43087.32292	60	60
43087.33333	60	60
43087.34375	60	60
43087.35417	60	60
43087.36458	60	60
43087.375	60	60
43087.38542	60	60
43087.39583	60	60
43087.40625	60	60
43087.41667	60	60
43087.42708	60	60
43087.4375	60	60
43087.44792	60	60
43087.45833	60	60
43087.46875	60	60
43087.47917	60	60
43087.48958	60	60
43087.5	60	60
43087.51042	60	60
43087.52083	60	60
43087.53125	60	60
43087.54167	60	60
